コード,全国，都道府県，市区町村,総数,男,女
36366,（旧：木沢村）,404,201,203
36367,（旧：木頭村）,940,460,480
36383,牟岐町,"3,743","1,735","2,008"
36387,美波町,"6,222","2,923","3,299"
36381,（旧：由岐町）,"2,079",947,"1,132"
36382,（旧：日和佐町）,"4,143","1,976","2,167"
36388,海陽町,"8,358","3,965","4,393"
36384,（旧：海南町）,"4,207","2,019","2,188"
36385,（旧：海部町）,"1,721",813,908
36386,（旧：宍喰町）,"2,430","1,133","1,297"
36401,松茂町,"14,583","7,193","7,390"
36402,北島町,"22,745","10,976","11,769"
36403,藍住町,"35,246","16,868","18,378"
36404,板野町,"13,042","6,262","6,780"
36405,上板町,"11,384","5,431","5,953"
36468,つるぎ町,"7,715","3,608","4,107"
36463,（旧：半田町）,"3,309","1,541","1,768"
36464,（旧：貞光町）,"3,894","1,808","2,086"
36465,（旧：一宇村）,512,259,253
36489,東みよし町,"13,622","6,515","7,107"
36482,（旧：三好町）,"5,286","2,548","2,738"
36486,（旧：三加茂町）,"8,336","3,967","4,369"
37000,香川県,"950,244","459,197","491,047"
37201,高松市,"417,496","202,029","215,467"
3720B,（旧：高松市）,"341,271","165,295","175,976"
37342,（旧：牟礼町）,"16,544","7,884","8,660"
37343,（旧：庵治町）,"4,592","2,192","2,400"
37361,（旧：塩江町）,"2,202","1,066","1,136"
37362,（旧：香川町）,"21,965","10,576","11,389"
37363,（旧：香南町）,"7,134","3,507","3,627"
37383,（旧：国分寺町）,"23,788","11,509","12,279"
37202,丸亀市,"109,513","53,018","56,495"
3720C,（旧：丸亀市）,"82,329","39,888","42,441"
37384,（旧：綾歌町）,"10,553","5,066","5,487"
37385,（旧：飯山町）,"16,631","8,064","8,567"
37203,坂出市,"50,624","24,145","26,479"
37204,善通寺市,"31,631","15,725","15,906"
37205,観音寺市,"57,438","27,578","29,860"
3720D,（旧：観音寺市）,"39,438","18,901","20,537"
37424,（旧：大野原町）,"10,825","5,218","5,607"
37428,（旧：豊浜町）,"7,175","3,459","3,716"
37206,さぬき市,"47,003","22,484","24,519"
37304,（旧：津田町）,"5,721","2,622","3,099"
37305,（旧：大川町）,"5,148","2,420","2,728"
37306,（旧：志度町）,"18,983","9,271","9,712"
37307,（旧：寒川町）,"5,197","2,474","2,723"
37308,（旧：長尾町）,"11,954","5,697","6,257"
37207,東かがわ市,"28,279","13,358","14,921"
37301,（旧：引田町）,"6,012","2,856","3,156"
37302,（旧：白鳥町）,"9,638","4,569","5,069"
37303,（旧：大内町）,"12,629","5,933","6,696"
37208,三豊市,"61,857","29,770","32,087"
37421,（旧：高瀬町）,"14,628","7,088","7,540"
37422,（旧：山本町）,"6,295","3,015","3,280"
37423,（旧：三野町）,"8,803","4,239","4,564"
37425,（旧：豊中町）,"10,752","5,206","5,546"
37426,（旧：詫間町）,"12,471","5,953","6,518"
37427,（旧：仁尾町）,"5,392","2,557","2,835"
37429,（旧：財田町）,"3,516","1,712","1,804"
37322,土庄町,"12,846","6,044","6,802"
37324,小豆島町,"13,870","6,621","7,249"
37321,（旧：内海町）,"9,393","4,510","4,883"
37323,（旧：池田町）,"4,477","2,111","2,366"
37341,三木町,"26,878","12,943","13,935"
37364,直島町,"3,103","1,646","1,457"
37386,宇多津町,"18,699","9,180","9,519"
37387,綾川町,"22,693","10,999","11,694"
37381,（旧：綾上町）,"4,894","2,403","2,491"
37382,（旧：綾南町）,"17,799","8,596","9,203"
37403,琴平町,"8,468","3,938","4,530"
37404,多度津町,"22,445","11,373","11,072"
37406,まんのう町,"17,401","8,346","9,055"
37401,（旧：琴南町）,"1,905",946,959
37402,（旧：満濃町）,"11,818","5,677","6,141"
37405,（旧：仲南町）,"3,678","1,723","1,955"
38000,愛媛県,"1,334,841","633,062","701,779"
38201,松山市,"511,192","240,292","270,900"
3820B,（旧：松山市）,"482,712","226,985","255,727"
38211,（旧：北条市）,"25,272","11,813","13,459"
38363,（旧：中島町）,"3,208","1,494","1,714"
38202,今治市,"151,672","71,799","79,873"
3820C,（旧：今治市）,"105,326","49,254","56,072"
38341,（旧：朝倉村）,"3,970","1,835","2,135"
38342,（旧：玉川町）,"4,564","2,147","2,417"
38343,（旧：波方町）,"8,146","3,976","4,170"
38344,（旧：大西町）,"8,084","4,217","3,867"
38345,（旧：菊間町）,"5,173","2,431","2,742"
38346,（旧：吉海町）,"3,172","1,568","1,604"
38347,（旧：宮窪町）,"2,209","1,068","1,141"
38348,（旧：伯方町）,"5,715","2,846","2,869"
38353,（旧：上浦町）,"2,388","1,123","1,265"
38354,（旧：大三島町）,"2,575","1,176","1,399"
38355,（旧：関前村）,350,158,192
38203,宇和島市,"70,809","33,213","37,596"
3820D,（旧：宇和島市）,"47,443","22,249","25,194"
38481,（旧：吉田町）,"8,772","4,131","4,641"
38482,（旧：三間町）,"5,347","2,519","2,828"
38486,（旧：津島町）,"9,247","4,314","4,933"
38204,八幡浜市,"31,987","14,971","17,016"
3820E,（旧：八幡浜市）,"22,927","10,648","12,279"
38441,（旧：保内町）,"9,060","4,323","4,737"
38205,新居浜市,"115,938","56,004","59,934"
3820F,（旧：新居浜市）,"115,796","55,934","59,862"
38303,（旧：別子山村）,142,70,72
38206,西条市,"104,791","50,615","54,176"
3820G,（旧：西条市）,"57,305","27,944","29,361"
38212,（旧：東予市）,"28,572","13,571","15,001"
38321,（旧：小松町）,"7,915","3,760","4,155"
38323,（旧：丹原町）,"10,999","5,340","5,659"
38207,大洲市,"40,575","19,423","21,152"
3820H,（旧：大洲市）,"32,408","15,570","16,838"
38421,（旧：長浜町）,"5,808","2,703","3,105"
38424,（旧：肱川町）,"1,807",871,936
38425,（旧：河辺村）,552,279,273
38210,伊予市,"35,133","16,385","18,748"
3821B,（旧：伊予市）,"29,209","13,624","15,585"
38404,（旧：中山町）,"2,543","1,216","1,327"
38405,（旧：双海町）,"3,381","1,545","1,836"
38213,四国中央市,"82,754","40,468","42,286"
38208,（旧：川之江市）,"32,879","16,015","16,864"
38209,（旧：伊予三島市）,"34,108","16,770","17,338"
38301,（旧：新宮村）,845,413,432
38302,（旧：土居町）,"14,922","7,270","7,652"
38214,西予市,"35,388","16,635","18,753"
38445,（旧：三瓶町）,"6,184","2,830","3,354"
38461,（旧：明浜町）,"2,839","1,342","1,497"
38462,（旧：宇和町）,"16,099","7,591","8,508"
38463,（旧：野村町）,"7,269","3,477","3,792"
38464,（旧：城川町）,"2,997","1,395","1,602"
38215,東温市,"33,903","16,180","17,723"
38361,（旧：重信町）,"23,811","11,320","12,491"
38362,（旧：川内町）,"10,092","4,860","5,232"
38356,上島町,"6,509","3,421","3,088"
38349,（旧：魚島村）,149,80,69
38350,（旧：弓削町）,"3,027","1,585","1,442"
38351,（旧：生名村）,"1,389",642,747
38352,（旧：岩城村）,"1,944","1,114",830
38386,久万高原町,"7,404","3,513","3,891"
38381,（旧：久万町）,"5,166","2,446","2,720"
38382,（旧：面河村）,445,204,241
38383,（旧：美川村）,"1,203",574,629
38384,（旧：柳谷村）,590,289,301
38401,松前町,"29,630","13,911","15,719"
38402,砥部町,"20,480","9,519","10,961"
3840B,（旧：砥部町）,"19,897","9,239","10,658"
38403,（旧：広田村）,583,280,303
38422,内子町,"15,322","7,303","8,019"
38385,（旧：小田町）,"1,928",926,"1,002"
3842B,（旧：内子町）,"8,533","4,024","4,509"
38423,（旧：五十崎町）,"4,861","2,353","2,508"
38442,伊方町,"8,397","4,036","4,361"
3844B,（旧：伊方町）,"4,437","2,189","2,248"
38443,（旧：瀬戸町）,"1,583",731,852
38444,（旧：三崎町）,"2,377","1,116","1,261"
38484,松野町,"3,674","1,725","1,949"
38488,鬼北町,"9,682","4,463","5,219"
38483,（旧：広見町）,"8,572","3,957","4,615"
38485,（旧：日吉村）,"1,110",506,604
38506,愛南町,"19,601","9,186","10,415"
38501,（旧：内海村）,"1,484",694,790
38502,（旧：御荘町）,"6,705","3,197","3,508"
38503,（旧：城辺町）,"6,427","3,016","3,411"
38504,（旧：一本松町）,"3,322","1,498","1,824"
38505,（旧：西海町）,"1,663",781,882
39000,高知県,"691,527","326,531","364,996"
39201,高知市,"326,545","152,455","174,090"
3920B,（旧：高知市）,"310,883","145,067","165,816"
39361,（旧：鏡村）,"1,099",518,581
39362,（旧：土佐山村）,855,415,440
39383,（旧：春野町）,"13,708","6,455","7,253"
39202,室戸市,"11,742","5,648","6,094"
39203,安芸市,"16,243","7,754","8,489"
39204,南国市,"46,664","22,130","24,534"
39205,土佐市,"25,732","12,384","13,348"
39206,須崎市,"20,590","10,068","10,522"
39208,宿毛市,"19,033","8,914","10,119"
39209,土佐清水市,"12,388","5,842","6,546"
39210,四万十市,"32,694","15,455","17,239"
39207,（旧：中村市）,"30,233","14,306","15,927"
39426,（旧：西土佐村）,"2,461","1,149","1,312"
39211,香南市,"32,207","15,545","16,662"
39321,（旧：赤岡町）,"2,504","1,163","1,341"
39322,（旧：香我美町）,"5,833","2,977","2,856"
39324,（旧：野市町）,"19,083","9,114","9,969"
39325,（旧：夜須町）,"3,244","1,545","1,699"
39327,（旧：吉川村）,"1,543",746,797
39212,香美市,"26,513","12,848","13,665"
39323,（旧：土佐山田町）,"20,844","10,204","10,640"
39326,（旧：香北町）,"4,182","1,949","2,233"
39328,（旧：物部村）,"1,487",695,792
39301,東洋町,"2,194","1,085","1,109"
39302,奈半利町,"3,034","1,399","1,635"
39303,田野町,"2,498","1,174","1,324"
39304,安田町,"2,370","1,144","1,226"
39305,北川村,"1,146",552,594
39306,馬路村,745,358,387
39307,芸西村,"3,694","1,724","1,970"
39341,本山町,"3,261","1,516","1,745"
39344,大豊町,"3,252","1,546","1,706"
39363,土佐町,"3,753","1,780","1,973"
39364,大川村,366,189,177
39386,いの町,"21,374","10,179","11,195"
39365,（旧：本川村）,395,218,177
39381,（旧：伊野町）,"19,103","9,043","10,060"
39385,（旧：吾北村）,"1,876",918,958
39387,仁淀川町,"4,827","2,306","2,521"
39382,（旧：池川町）,"1,431",663,768
39384,（旧：吾川村）,"1,810",861,949
39409,（旧：仁淀村）,"1,586",782,804
39401,中土佐町,"6,002","2,782","3,220"
3940B,（旧：中土佐町）,"4,992","2,310","2,682"
39406,（旧：大野見村）,"1,010",472,538
39402,佐川町,"12,323","5,751","6,572"
39403,越知町,"5,187","2,390","2,797"
39405,檮原町,"3,307","1,611","1,696"
39410,日高村,"4,812","2,282","2,530"
39411,津野町,"5,291","2,516","2,775"
39407,（旧：東津野村）,"1,884",890,994
39408,（旧：葉山村）,"3,407","1,626","1,781"
39412,四万十町,"15,607","7,442","8,165"
39404,（旧：窪川町）,"11,080","5,245","5,835"
39422,（旧：大正町）,"2,183","1,038","1,145"
39425,（旧：十和村）,"2,344","1,159","1,185"
39424,大月町,"4,434","2,128","2,306"
39427,三原村,"1,437",690,747
39428,黒潮町,"10,262","4,944","5,318"
39421,（旧：佐賀町）,"2,929","1,429","1,500"
39423,（旧：大方町）,"7,333","3,515","3,818"
40000,福岡県,"5,135,214","2,430,951","2,704,263"
40100,北九州市,"939,029","443,269","495,760"
40101,北九州市門司区,"93,842","43,051","50,791"
40103,北九州市若松区,"80,533","38,307","42,226"
40105,北九州市戸畑区,"57,494","28,038","29,456"
40106,北九州市小倉北区,"183,407","86,089","97,318"
40107,北九州市小倉南区,"209,028","99,584","109,444"
40108,北九州市八幡東区,"64,792","30,400","34,392"
40109,北九州市八幡西区,"249,933","117,800","132,133"
40130,福岡市,"1,612,392","761,148","851,244"
40131,福岡市東区,"322,503","156,725","165,778"
40132,福岡市博多区,"252,034","121,654","130,380"
40133,福岡市中央区,"205,501","92,450","113,051"
40134,福岡市南区,"265,583","122,925","142,658"
40135,福岡市西区,"212,579","100,887","111,692"
40136,福岡市城南区,"132,864","62,325","70,539"
40137,福岡市早良区,"221,328","104,182","117,146"
40202,大牟田市,"111,281","51,262","60,019"
40203,久留米市,"303,316","144,522","158,794"
4020B,（旧：久留米市）,"239,576","114,579","124,997"
40482,（旧：田主丸町）,"18,363","8,628","9,735"
40501,（旧：北野町）,"17,015","7,885","9,130"
40521,（旧：城島町）,"11,135","5,229","5,906"
40523,（旧：三潴町）,"17,227","8,201","9,026"
40204,直方市,"56,212","26,403","29,809"
40205,飯塚市,"126,364","60,174","66,190"
4020C,（旧：飯塚市）,"76,307","36,610","39,697"
40425,（旧：筑穂町）,"9,135","4,288","4,847"
40426,（旧：穂波町）,"24,970","11,686","13,284"
40427,（旧：庄内町）,"10,596","5,129","5,467"
40428,（旧：頴田町）,"5,356","2,461","2,895"
40206,田川市,"46,203","21,056","25,147"
40207,柳川市,"64,475","30,437","34,038"
4020D,（旧：柳川市）,"33,410","15,706","17,704"
40562,（旧：大和町）,"13,826","6,558","7,268"
40563,（旧：三橋町）,"17,239","8,173","9,066"
40210,八女市,"60,608","28,451","32,157"
4021B,（旧：八女市）,"37,289","17,527","19,762"
40541,（旧：黒木町）,"9,388","4,354","5,034"
40542,（旧：上陽町）,"2,495","1,180","1,315"
40543,（旧：立花町）,"8,205","3,900","4,305"
40545,（旧：矢部村）,912,426,486
40546,（旧：星野村）,"2,319","1,064","1,255"
40211,筑後市,"48,827","23,400","25,427"
40212,大川市,"32,988","15,427","17,561"
40213,行橋市,"71,426","34,120","37,306"
40214,豊前市,"24,391","11,378","13,013"
40215,中間市,"40,362","18,961","21,401"
40216,小郡市,"59,360","27,825","31,535"
40217,筑紫野市,"103,311","49,289","54,022"
40218,春日市,"111,023","53,099","57,924"
40219,大野城市,"102,085","48,887","53,198"
40220,宗像市,"97,095","46,143","50,952"
4022B,（旧：宗像市）,"88,344","41,979","46,365"
40364,（旧：玄海町）,"8,211","3,903","4,308"
40365,（旧：大島村）,540,261,279
40221,太宰府市,"73,164","34,743","38,421"
40223,古賀市,"58,786","27,924","30,862"
40224,福津市,"67,033","31,286","35,747"
40362,（旧：福間町）,"49,922","23,260","26,662"
40363,（旧：津屋崎町）,"17,111","8,026","9,085"
40225,うきは市,"27,981","13,145","14,836"
40481,（旧：吉井町）,"15,197","7,102","8,095"
40483,（旧：浮羽町）,"12,784","6,043","6,741"
40226,宮若市,"26,298","12,379","13,919"
40403,（旧：宮田町）,"17,900","8,347","9,553"
40404,（旧：若宮町）,"8,398","4,032","4,366"
40227,嘉麻市,"35,473","16,400","19,073"
40208,（旧：山田市）,"7,660","3,436","4,224"
40422,（旧：稲築町）,"15,441","7,070","8,371"
40423,（旧：碓井町）,"4,957","2,372","2,585"
40424,（旧：嘉穂町）,"7,415","3,522","3,893"
40228,朝倉市,"50,273","23,546","26,727"
40209,（旧：甘木市）,"37,521","17,593","19,928"
40441,（旧：杷木町）,"5,595","2,558","3,037"
40442,（旧：朝倉町）,"7,157","3,395","3,762"
40229,みやま市,"35,861","16,675","19,186"
40561,（旧：瀬高町）,"19,722","9,177","10,545"
40564,（旧：山川町）,"4,100","1,932","2,168"
40581,（旧：高田町）,"12,039","5,566","6,473"
40230,糸島市,"98,877","46,984","51,893"
40222,（旧：前原市）,"70,673","33,776","36,897"
40462,（旧：二丈町）,"12,100","5,541","6,559"
40463,（旧：志摩町）,"16,104","7,667","8,437"
40231,那珂川市,"50,112","24,194","25,918"
40305,（旧：那珂川町）,"50,112","24,194","25,918"
40341,宇美町,"37,671","18,964","18,707"
40342,篠栗町,"31,209","15,014","16,195"
40343,志免町,"46,377","22,291","24,086"
40344,須恵町,"28,628","13,760","14,868"
40345,新宮町,"32,927","15,894","17,033"
40348,久山町,"9,068","4,281","4,787"
40349,粕屋町,"48,190","23,840","24,350"
40381,芦屋町,"13,545","6,629","6,916"
40382,水巻町,"28,114","13,074","15,040"
40383,岡垣町,"31,007","14,481","16,526"
40384,遠賀町,"18,723","8,795","9,928"
40401,小竹町,"7,151","3,406","3,745"
40402,鞍手町,"15,080","7,074","8,006"
40421,桂川町,"12,878","6,018","6,860"
40447,筑前町,"29,591","14,061","15,530"
40443,（旧：三輪町）,"13,720","6,389","7,331"
40444,（旧：夜須町）,"15,871","7,672","8,199"
40448,東峰村,"1,899",868,"1,031"
40445,（旧：小石原村）,765,344,421
40446,（旧：宝珠山村）,"1,134",524,610
40503,大刀洗町,"15,521","7,438","8,083"
40522,大木町,"13,820","6,545","7,275"
40544,広川町,"19,969","9,589","10,380"
40601,香春町,"10,191","4,737","5,454"
40602,添田町,"8,801","4,128","4,673"
40604,糸田町,"8,407","3,843","4,564"
40605,川崎町,"15,176","6,918","8,258"
40608,大任町,"5,008","2,262","2,746"
40609,赤村,"2,774","1,295","1,479"
40610,福智町,"21,398","9,984","11,414"
40603,（旧：金田町）,"6,795","3,142","3,653"
40606,（旧：赤池町）,"7,869","3,702","4,167"
40607,（旧：方城町）,"6,734","3,140","3,594"
40621,苅田町,"37,684","19,639","18,045"
40625,みやこ町,"18,825","8,803","10,022"
40622,（旧：犀川町）,"5,301","2,534","2,767"
40623,（旧：勝山町）,"6,268","2,863","3,405"
40624,（旧：豊津町）,"7,256","3,406","3,850"
40642,吉富町,"6,536","3,068","3,468"
40646,上毛町,"7,251","3,453","3,798"
40644,（旧：新吉富村）,"3,962","1,881","2,081"
40645,（旧：大平村）,"3,289","1,572","1,717"
40647,築上町,"17,189","8,272","8,917"
40641,（旧：椎田町）,"10,050","4,921","5,129"
40643,（旧：築城町）,"7,139","3,351","3,788"
41000,佐賀県,"811,442","384,451","426,991"
41201,佐賀市,"233,301","110,191","123,110"
4120B,（旧：佐賀市）,"164,759","77,796","86,963"
41301,（旧：諸富町）,"10,167","4,818","5,349"
41302,（旧：川副町）,"15,223","7,258","7,965"
41303,（旧：東与賀町）,"8,007","3,800","4,207"
41304,（旧：久保田町）,"7,553","3,521","4,032"
41305,（旧：大和町）,"22,881","10,770","12,111"
41306,（旧：富士町）,"3,529","1,665","1,864"
41326,（旧：三瀬村）,"1,182",563,619
41202,唐津市,"117,373","55,015","62,358"
4120C,（旧：唐津市）,"74,749","35,061","39,688"
41381,（旧：浜玉町）,"11,140","5,199","5,941"
41382,（旧：七山村）,"1,851",887,964
41383,（旧：厳木町）,"3,745","1,675","2,070"
41384,（旧：相知町）,"6,948","3,157","3,791"
41385,（旧：北波多村）,"4,130","1,941","2,189"
41386,（旧：肥前町）,"5,943","2,883","3,060"
41388,（旧：鎮西町）,"4,974","2,408","2,566"
41389,（旧：呼子町）,"3,893","1,804","2,089"
41203,鳥栖市,"74,196","35,528","38,668"
41204,多久市,"18,295","8,555","9,740"
41205,伊万里市,"52,629","25,445","27,184"
41206,武雄市,"47,914","22,727","25,187"
4120D,（旧：武雄市）,"32,823","15,613","17,210"
41421,（旧：山内町）,"8,214","3,869","4,345"
41422,（旧：北方町）,"6,877","3,245","3,632"
41207,鹿島市,"27,892","13,140","14,752"
41208,小城市,"43,952","20,772","23,180"
41361,（旧：小城町）,"15,239","7,090","8,149"
41362,（旧：三日月町）,"13,985","6,665","7,320"
41363,（旧：牛津町）,"9,599","4,592","5,007"
41364,（旧：芦刈町）,"5,129","2,425","2,704"
41209,嬉野市,"25,848","11,995","13,853"
41442,（旧：塩田町）,"9,769","4,623","5,146"
41443,（旧：嬉野町）,"16,079","7,372","8,707"
41210,神埼市,"31,022","14,884","16,138"
41321,（旧：神埼町）,"19,124","9,185","9,939"
41322,（旧：千代田町）,"10,534","5,005","5,529"
41325,（旧：脊振村）,"1,364",694,670
41327,吉野ヶ里町,"16,323","7,990","8,333"
41323,（旧：三田川町）,"10,531","5,124","5,407"
41324,（旧：東脊振村）,"5,792","2,866","2,926"
41341,基山町,"17,250","8,174","9,076"
41345,上峰町,"9,286","4,455","4,831"
41346,みやき町,"25,511","12,170","13,341"
41342,（旧：中原町）,"8,101","3,924","4,177"
41343,（旧：北茂安町）,"10,798","5,119","5,679"
41344,（旧：三根町）,"6,612","3,127","3,485"
41387,玄海町,"5,609","3,067","2,542"
41401,有田町,"19,010","8,780","10,230"
4140B,（旧：有田町）,"10,802","4,939","5,863"
41402,（旧：西有田町）,"8,208","3,841","4,367"
41423,大町町,"6,293","2,903","3,390"
41424,江北町,"9,566","4,460","5,106"
41425,白石町,"22,051","10,358","11,693"
4142B,（旧：白石町）,"10,559","4,934","5,625"
41426,（旧：福富町）,"4,386","2,097","2,289"
41427,（旧：有明町）,"7,106","3,327","3,779"
41441,太良町,"8,121","3,842","4,279"
42000,長崎県,"1,312,317","616,912","695,405"
42201,長崎市,"409,118","188,519","220,599"
4220B,（旧：長崎市）,"375,586","173,030","202,556"
42301,（旧：香焼町）,"3,201","1,477","1,724"
42302,（旧：伊王島町）,617,275,342
42303,（旧：高島町）,324,153,171
42304,（旧：野母崎町）,"4,578","2,103","2,475"
42305,（旧：三和町）,"9,906","4,576","5,330"
42309,（旧：琴海町）,"11,488","5,444","6,044"
42315,（旧：外海町）,"3,418","1,461","1,957"
42202,佐世保市,"243,223","115,131","128,092"
4220C,（旧：佐世保市）,"218,147","103,423","114,724"
42384,（旧：宇久町）,"1,888",869,"1,019"
42388,（旧：江迎町）,"5,004","2,285","2,719"
42389,（旧：鹿町町）,"4,290","2,081","2,209"
42390,（旧：小佐々町）,"5,793","2,765","3,028"
42392,（旧：吉井町）,"5,057","2,310","2,747"
42393,（旧：世知原町）,"3,044","1,398","1,646"
42203,島原市,"43,338","20,157","23,181"
4220D,（旧：島原市）,"33,578","15,471","18,107"
42361,（旧：有明町）,"9,760","4,686","5,074"
42204,諫早市,"133,852","63,544","70,308"
4220E,（旧：諫早市）,"91,942","43,883","48,059"
42306,（旧：多良見町）,"15,835","7,493","8,342"
42341,（旧：森山町）,"5,094","2,344","2,750"
42342,（旧：飯盛町）,"6,766","3,227","3,539"
42343,（旧：高来町）,"9,336","4,455","4,881"
42344,（旧：小長井町）,"4,879","2,142","2,737"
42205,大村市,"95,397","45,448","49,949"
42207,平戸市,"29,365","13,771","15,594"
4220F,（旧：平戸市）,"16,881","7,839","9,042"
42381,（旧：大島村）,933,454,479
42382,（旧：生月町）,"4,852","2,299","2,553"
42385,（旧：田平町）,"6,699","3,179","3,520"
42208,松浦市,"21,271","10,278","10,993"
4220G,（旧：松浦市）,"17,191","8,315","8,876"
42386,（旧：福島町）,"2,379","1,146","1,233"
42387,（旧：鷹島町）,"1,701",817,884
42209,対馬市,"28,502","14,060","14,442"
42441,（旧：厳原町）,"10,349","5,173","5,176"
42442,（旧：美津島町）,"7,024","3,396","3,628"
42443,（旧：豊玉町）,"3,043","1,486","1,557"
42444,（旧：峰町）,"1,828",874,954
42445,（旧：上県町）,"2,779","1,386","1,393"
42446,（旧：上対馬町）,"3,479","1,745","1,734"
42210,壱岐市,"24,948","11,837","13,111"
42421,（旧：郷ノ浦町）,"9,367","4,437","4,930"
42422,（旧：勝本町）,"5,021","2,348","2,673"
42423,（旧：芦辺町）,"6,643","3,167","3,476"
42424,（旧：石田町）,"3,917","1,885","2,032"
42211,五島市,"34,391","16,141","18,250"
42206,（旧：福江市）,"21,885","10,177","11,708"
42401,（旧：富江町）,"4,165","1,976","2,189"
42402,（旧：玉之浦町）,"1,175",574,601
42403,（旧：三井楽町）,"2,269","1,116","1,153"
42404,（旧：岐宿町）,"2,947","1,367","1,580"
42405,（旧：奈留町）,"1,950",931,"1,019"
42212,西海市,"26,275","13,120","13,155"
42310,（旧：西彼町）,"8,163","3,873","4,290"
42311,（旧：西海町）,"6,611","3,153","3,458"
42312,（旧：大島町）,"4,956","2,779","2,177"
42313,（旧：崎戸町）,"1,220",618,602
42314,（旧：大瀬戸町）,"5,325","2,697","2,628"
42213,雲仙市,"41,096","19,378","21,718"
42362,（旧：国見町）,"9,294","4,404","4,890"
42363,（旧：瑞穂町）,"4,709","2,220","2,489"
42364,（旧：吾妻町）,"6,107","2,896","3,211"
42365,（旧：愛野町）,"5,901","2,815","3,086"
42366,（旧：千々石町）,"4,235","1,973","2,262"
42367,（旧：小浜町）,"7,398","3,387","4,011"
42368,（旧：南串山町）,"3,452","1,683","1,769"
42214,南島原市,"42,330","19,598","22,732"
42369,（旧：加津佐町）,"5,776","2,673","3,103"
42370,（旧：口之津町）,"4,840","2,248","2,592"
42371,（旧：南有馬町）,"4,535","2,044","2,491"
42372,（旧：北有馬町）,"2,971","1,391","1,580"
42373,（旧：西有家町）,"6,338","2,962","3,376"
42374,（旧：有家町）,"6,964","3,213","3,751"
42375,（旧：布津町）,"3,903","1,811","2,092"
42376,（旧：深江町）,"7,003","3,256","3,747"
42307,長与町,"40,780","19,196","21,584"
42308,時津町,"29,339","14,116","15,223"
42321,東彼杵町,"7,721","3,686","4,035"
42322,川棚町,"13,377","6,300","7,077"
42323,波佐見町,"14,291","6,753","7,538"
42383,小値賀町,"2,288","1,054","1,234"
42391,佐々町,"13,912","6,591","7,321"
42411,新上五島町,"17,503","8,234","9,269"
42406,（旧：若松町）,"2,453","1,224","1,229"
42407,（旧：上五島町）,"5,069","2,343","2,726"
42408,（旧：新魚目町）,"3,195","1,505","1,690"
42409,（旧：有川町）,"5,037","2,321","2,716"
42410,（旧：奈良尾町）,"1,749",841,908
43000,熊本県,"1,738,301","822,481","915,820"
43100,熊本市,"738,865","349,115","389,750"
43201,（旧：熊本市）,"679,143","320,705","358,438"
43341,（旧：城南町）,"21,693","10,326","11,367"
43342,（旧：富合町）,"10,106","4,792","5,314"
43385,（旧：植木町）,"27,923","13,292","14,631"
43101,熊本市中央区,"187,502","88,508","98,994"
43102,熊本市東区,"189,524","89,763","99,761"
43103,熊本市西区,"91,177","42,796","48,381"
43104,熊本市南区,"130,829","61,632","69,197"
43105,熊本市北区,"139,833","66,416","73,417"
43202,八代市,"123,067","57,298","65,769"
4320B,（旧：八代市）,"96,597","44,897","51,700"
43461,（旧：坂本村）,"2,307","1,070","1,237"
43462,（旧：千丁町）,"7,157","3,349","3,808"
43463,（旧：鏡町）,"13,591","6,331","7,260"
43466,（旧：東陽村）,"1,864",887,977
43467,（旧：泉村）,"1,551",764,787
43203,人吉市,"31,108","14,363","16,745"
43204,荒尾市,"50,832","23,900","26,932"
43205,水俣市,"23,557","10,913","12,644"
43206,玉名市,"64,292","30,410","33,882"
4320C,（旧：玉名市）,"40,727","19,026","21,701"
43361,（旧：岱明町）,"13,163","6,314","6,849"
43362,（旧：横島町）,"4,822","2,424","2,398"
43363,（旧：天水町）,"5,580","2,646","2,934"
43208,山鹿市,"49,025","23,000","26,025"
4320D,（旧：山鹿市）,"28,650","13,448","15,202"
43381,（旧：鹿北町）,"3,387","1,628","1,759"
43382,（旧：菊鹿町）,"5,303","2,429","2,874"
43383,（旧：鹿本町）,"7,695","3,605","4,090"
43384,（旧：鹿央町）,"3,990","1,890","2,100"
43210,菊池市,"46,416","22,076","24,340"
4321B,（旧：菊池市）,"23,045","10,852","12,193"
43401,（旧：七城町）,"4,907","2,332","2,575"
43402,（旧：旭志村）,"4,092","2,001","2,091"
43406,（旧：泗水町）,"14,372","6,891","7,481"
43211,宇土市,"36,122","17,272","18,850"
43212,上天草市,"24,563","11,502","13,061"
43521,（旧：大矢野町）,"12,686","5,998","6,688"
43522,（旧：松島町）,"6,400","2,983","3,417"
43524,（旧：姫戸町）,"2,192","1,024","1,168"
43525,（旧：龍ヶ岳町）,"3,285","1,497","1,788"
43213,宇城市,"57,032","26,991","30,041"
43321,（旧：三角町）,"6,689","3,126","3,563"
43322,（旧：不知火町）,"8,283","3,869","4,414"
43343,（旧：松橋町）,"25,945","12,357","13,588"
43344,（旧：小川町）,"12,294","5,825","6,469"
43345,（旧：豊野町）,"3,821","1,814","2,007"
43214,阿蘇市,"24,930","11,763","13,167"
43421,（旧：一の宮町）,"9,002","4,210","4,792"
43422,（旧：阿蘇町）,"14,642","6,919","7,723"
43426,（旧：波野村）,"1,286",634,652
43215,天草市,"75,783","35,420","40,363"
43207,（旧：本渡市）,"36,640","17,304","19,336"
